Neighborhood,name,rating,reviews,info,category,composite_score,high_review_flag
Ludovisi,CARPACCIO beef restaurant,4.9,453,4.9(453),"CARPACCIO beef restaurant
4.9(453)
Meat · Via Marche, 9
Closed ⋅ Opens 12:30 PM Mon",11.015892125483035,True
Ludovisi,I Commensali,4.9,347,4.9(347) · €10–20,"I Commensali
4.9(347) · €10–20
Pizza · Via Calabria, 23
Closed ⋅ Opens 6 PM",10.74932477994686,True
Ludovisi,"Venchi Cioccolato e Gelato, Roma Via della Croce, Piazza di Spagna",4.8,7433,"4.8(7,433) · $$","Venchi Cioccolato e Gelato, Roma Via della Croce, Piazza di Spagna
4.8(7,433) · $$
Ice Cream ·  · V. della Croce, 25/26
Closed ⋅ Opens 9:30 AM",13.713684824725295,True
Ludovisi,Pane e Salame,4.8,6979,"4.8(6,979) · €10–20","Pane e Salame
4.8(6,979) · €10–20
Italian ·  · Via Santa Maria in Via, 19
Hole-in-the-wall spot for cheese & wine
Closed ⋅ Opens 12 PM",13.650660919017152,True
Ludovisi,Pinsitaly Trevi,4.8,3940,"4.8(3,940) · €10–20","Pinsitaly Trevi
4.8(3,940) · €10–20
Pizza ·  · Via della Panetteria, 12
Closed ⋅ Opens 10:30 AM",13.078936002291979,True
Ludovisi,PINSALLEGRA,4.8,1441,"4.8(1,441) · €1–10","PINSALLEGRA
4.8(1,441) · €1–10
Pizza · Via Napoli, 50
Cozy outpost for classic pinsa
Closed ⋅ Opens 12 PM",12.073092595999523,True
Ludovisi,PÒ MÒ FLAVIA Pizza e Supplì Roma,4.8,597,4.8(597) · €1–10,"PÒ MÒ FLAVIA Pizza e Supplì Roma
4.8(597) · €1–10
Pizza ·  · Via Flavia, 91
Closed ⋅ Opens 9 AM Mon",11.191917113392602,True
Ludovisi,Tira e Molla Roma,4.7,8934,"4.7(8,934) · €10–20","Tira e Molla Roma
4.7(8,934) · €10–20
Italian ·  · Via Enna, 2
Hip choice with 2 courtyards & cocktails
Closed ⋅ Opens 10 AM",13.797619501912063,True
Ludovisi,Iari The Vino,4.7,6902,"4.7(6,902) · €20–30","Iari The Vino
4.7(6,902) · €20–30
Restaurant ·  · Via Frangipane, 27
Warm eatery offering outdoor seating
Closed ⋅ Opens 12 PM",13.539566503657948,True
Ludovisi,Gandhi 2 Indian Restaurant,4.7,6032,"4.7(6,032) · €20–30","Gandhi 2 Indian Restaurant
4.7(6,032) · €20–30
Indian ·  · Via Genova, 29/A
Warm Indian venue with veggie options
Closed ⋅ Opens 12 PM",13.404833909687792,True
Ludovisi,al42 by Pasta Chef rione Monti,4.7,5673,"4.7(5,673) · €10–20","al42 by Pasta Chef rione Monti
4.7(5,673) · €10–20
Italian ·  · Via Baccina, 42
Basic setup for pasta & steaks
Closed ⋅ Opens 12:30 PM",13.343473357326566,True
